038fb013-a561-4350-bb1b-7b2ac2b86331,Creedence Clearwater Revisited,Bad Moon Rising
ca008991-f654-46bf-bed4-e93ee8349676,Creedence Clearwater Revisited,Lookin Out My Back Door
2a1b794e-ffc7-48b0-8d47-18d0344e35d3,Judas Priest,Living After Midnight
5c04206c-ef79-4722-a14d-f39054e74fa7,Heathen,Hypnotized
6347f68a-0012-48cb-986e-187b0f225062,Creedence Clearwater Revisited,Born On The Bayou
3b536d33-6a2c-403e-b093-9267fe4c5951,Judas Priest,The Rage
dad8ec46-ffd6-4486-abcd-58e4fc472226,Heathen,Kill The King
30085c3a-821f-49d7-9fff-0b046924f16d,Creedence Clearwater Revisited,I Heard It Through The Grapevine
5ea97a0c-fe2a-4916-8cfc-812321343356,Judas Priest,Turbo Lover
256ddc2d-c211-4d8d-a913-2a9c1c723ba5,Heathen,HeathenS Song
6291431c-2b7d-46c9-9c2c-72be8bcb4fea,Creedence Clearwater Revisited,Lodi
11618c9c-026c-4390-b745-c022e6455712,Dark Angel,Hunger Of The Undead
e92e4c09-4023-4460-854a-643dbbe45eb6,Creedence Clearwater Revival,Ooby Dooby
b63e24c5-add1-4d29-8595-4a093ea6493f,Creedence Clearwater Revival,Susie Q
274a4daf-5f9d-40c1-bfff-c07468076e23,Dark Angel,The Burning Of Sodom
9c68cf05-8a33-4b72-905e-91950c5dcce2,Creedence Clearwater Revival,Someday Never Comes
362bf361-9a13-4b59-8ffe-de3f59787e40,Dark Angel,Perish In Flames
25630e1a-192a-4c62-88ef-8f450528b578,Dark Angel,Merciless Death
8318f708-b329-427f-96ee-30f570b6b58a,Creedence Clearwater Revisited,Hey Tonight
9780d3e4-e7b0-4993-9775-ccca2b5c19e9,Creedence Clearwater Revisited,Green River
672e8540-45d1-468b-aea1-1b68ca640df3,Anton Maiden,The Trooper
09aae2fc-cea5-44ed-8678-1a34a36ca5cc,Creedence Clearwater Revival,Molina
b595e687-e01d-4b57-a6c1-b033165cd2d7,Dark Angel,Darkness Descends
e6dad752-c797-4228-a2d5-ca2a42628e6b,Heathen,Prisoners Of Fate
ec96cabd-5b18-48e3-af70-d81ee9146d8f,Heathen,Guitarmony
4658cee6-449b-4b2c-b671-75856387e54f,Judas Priest,Painkiller
bf354594-76d2-438c-ad9a-0346f9aab3bc,Heathen,Morbid Curiosity
62cf6fd4-145b-4fb4-8381-b4a7a57e8262,Judas Priest,Rapid Fire
192b132e-d329-4ffd-a6da-a448b5c738fe,Heathen,Fear Of The Unknown
1de70dd7-b066-4a2b-b425-1cf4ee2b2963,Judas Priest,United
0ef9cfad-103f-49ab-af6c-6911258c814a,Anton Maiden,Powerslave
8adf81f7-73da-4acb-98f2-3b18310eab40,Creedence Clearwater Revisited,Travelin Band
313e5bac-043d-4619-83f7-240809115c63,Bullet For My Valentine,Hearts Burst Into Fire
e7a41511-2fb4-4cea-b173-fb7d16cdb9d1,Creedence Clearwater Revisited,WhoLl Stop The Rain
3760c96f-2b0b-49e1-befa-0f6418f687da,Heathen,Death By Hanging
e9328072-481a-4b3b-8c37-235356639ecf,Heathen,Mercy Is No Virtue
418ece25-fa4a-4834-98ff-338a5cc289d2,Creedence Clearwater Revival,Sweet Hitch-Hiker
6d8e33b1-1d0b-4254-9a86-31107236934e,Creedence Clearwater Revisited,Run Through The Jungle
51b1f96a-f6b4-4582-93bf-d9dddd23e25a,Judas Priest,Red
0d07f379-fa0c-428a-992c-83d5c516473c,Creedence Clearwater Revisited,Fortunate Son
92ea57e4-e3a7-4379-a06b-07d49adcb7bd,Creedence Clearwater Revival,Good Golly Miss Molly
1567ccb5-e2d1-445e-81a6-202a8ec95885,Boston,Higher Power
1819d0cb-2fe1-4eab-be7a-65d6a4557704,Pink Floyd,The Final Cut
38435dad-8957-46b4-840f-8e2607dde021,Death Angel,No
191253bb-cc44-4bba-9cc1-67dbfd8cf388,Fleetwood Mac,Go Your Own Way
b6faf8c6-262e-4010-afed-e012ef66a6cf,Metallica,Fixxxer
4439985f-61a5-4c4e-8625-5154da951bd5,Death Angel,Word To The Wise
57d079a0-a195-453e-bb01-9ccff26a5de2,The Goo Goo Dolls,Iris
b76fabb8-aa6b-4129-9bda-e662c719b972,Death Angel,Thicker Than Blood
2ba0f166-b156-4d98-9793-03b5fe892837,Foo Fighters,Learn To Fly
b8486a6b-2311-45e8-8db5-f41e0d2b71a6,Death Angel,Resurrection Machine
4e4e3bb5-c7d6-466c-bd4c-b6dfc24e579c,Iron Maiden,2 Minutes To Midnight
20e81c5c-6a14-4a69-b2fe-bce4bcddcda3,Megadeth,Tornado Of Souls
48cfc6cc-cb22-493c-b5c7-75fdcecd4a6a,Metallica,Creeping Death
beee376d-eee3-4302-b6fc-261b4ad54c99,Asia,Heat Of The Moment
2ea42766-aac8-42e6-aba0-656098044b71,Bullet For My Valentine,Scream Aim Fire
9b210921-85c9-465e-8b93-f632b1a384a8,Pantera,Cowboys From Hell
f217159e-9123-464c-8c53-3d9517628861,Metallica,Sad But True
282f1740-dc37-4081-8e24-2fe2caf12c1c,Creed,What If
d3a916ff-5d1e-4f64-963e-49e6309fa853,The Calling,Wherever You Will Go
927be15b-e754-4f7d-9c60-ec7c70f5e46d,Destruction,Whiplash
5f151e7d-2aee-4489-9a6f-e181fd9d9525,Death Angel,Spirit
4510bcbc-27c4-402a-82b8-42b7b51240f9,Warrant,Cherry Pie
ffbebfaf-640a-4bfa-8131-c6fa99813986,Muse,Plug In Baby
9cbe7718-e59e-4705-ae2d-40bb3900c1e8,Death Angel,Carnival Justice
bc34d41f-5626-4a60-a032-abbd2d2b9f6b,Death Angel,5 Steps Of Freedom
2dacc772-bff6-4347-a586-8bff3a7d7c79,Metallica,Nothing Else Matters
942bfb41-3087-496a-9d0c-0ad5ef7f1b00,Bowling For Soup,1985
9cad55ee-4920-4843-bca8-909b0b59abf8,Audioslave,Show Me How To Live
7d5e3bdd-b0b1-47c4-9fb2-877a683f210c,Lifehouse,Hanging By A Moment
a3e13462-08e1-4ed9-8853-b4daf612e796,Muse,New Born
19bc7363-eb0a-450d-ab1d-1f3082072e0a,Metallica,Ride The Lightning
d233e8db-3efa-4849-b84d-1e1be98628b5,Pantera,Walk
b185c9a2-e427-410b-9bec-4dd1caeb0f7c,Exodus,Piranha
08f46bc0-e9b3-4587-9b23-5e625b94fd1f,Sacred Reich,The Way It Is
f2c2fbbd-a7a9-4cc9-840a-a527cd413528,Metallica,Seek & Destroy
fdc12d82-d5ca-4930-97e9-cddf9b93cbdb,Megadeth,A Tout Le Monde
c97c19a9-3930-4c95-8b82-435023a486ec,Tarot,No Return
e80bfaa9-1a21-493c-a809-b6bfd814ed28,The Offspring,Original Prankster
864e733f-52e9-496e-9fba-e26d7c401295,Coheed And Cambria,Welcome Home
af3f426f-db2a-4d72-8ec1-e6c28d0314b7,Bush,Machinehead
2f33a094-0eb9-4550-9b33-22ef6e14e3ba,Bullet For My Valentine,Tears DonT Fall
670513b9-af84-4f27-816c-b6d03f15300c,Judas Priest,Between The Hammer & The Anvil
c3a90bcc-e134-4812-a3f6-8f5440fb881e,Death Angel,Famine
badc7d8d-0de0-4379-b0e9-a8c91b92d1ef,Green Day,Whatsername
a20860e9-7636-422b-a9cd-2da671b242a8,Metallica,Welcome Home (Sanitarium)
b6aee424-afc4-4eed-8cbe-35e8f4956178,Faith No More,Midlife Crisis
aed4fe9c-85b0-4f6b-b544-e3377e4fb0fe,The Goo Goo Dolls,Slide
273ecac7-b5b4-45ea-8235-71808c169533,Abattoir,Under My Skin
1c220ee2-ce55-4461-adb2-8c3f6e7d2ef6,Metallica,Master Of Puppets
83465c92-a426-4763-bfe8-9a41a629fb53,Metallica,Until It Sleeps
a2f1c511-76e2-43cf-ad44-4a9e384965bb,Dangerous Toys,Best Of Friends
9c0731a3-56fc-4d52-90e2-3ecc5e310cc4,Alice Cooper,IM Your Gun
5a02572b-4d7c-4f4c-a5c5-6dd9cf7b05bc,The Who,Love
1e6fda52-615c-42bb-862d-6967800ab1cf,The Who,Pinball Wizard
fc18760d-8765-46c1-96e1-88c742fe33d9,Led Zeppelin Jam,Black Dog
70f738b5-790f-424b-b6fa-58b7e629caea,Dangerous Toys,Queen Of The Nile
ef4daec8-bbb4-4833-bea9-f416e05038dc,Dangerous Toys,Bad Guy
249ca0e8-b3b1-4581-8747-b4e067e8e9a5,Eric Clapton,Before You Accuse Me
96e12fb0-a74b-4f4e-9e90-60f83d3d5075,Dangerous Toys,Gypsy (Black-N-Blue Valentine)
ed7a45e1-fabb-4a83-a5c1-f68cf4711823,Scorpions,Wind Of Change
8896ba53-27f4-4e7b-8cd2-657e9dec48fe,The Who,Behind Blue Eyes
d6812d6e-c3c5-4433-a9a9-a4c6ab6584a2,Scorpions,Rock You Like A Hurricane
0901af5d-4b7f-42ea-88a1-cb9b3bf7f70e,Dread Zeppelin,Your Time Is Gonna Come
da1520ce-2f70-4a0b-8385-399015a14d39,Alice Cooper,Lace And Whiskey
28b4456d-f9f1-4134-af88-8d4e61ba2502,Scorpions,Always Somewhere
3cac662f-2c74-4a58-a358-5cd0cf2c8f46,The Who,Summertime Blues (Live)
c6612e16-844a-4794-b5c1-6bc7a5b23f87,Scorpions,Still Loving You
f71b3981-2070-40c9-bb99-2d35df5e1620,Agent Steel,New Godz
d1a03e8f-0a8d-4693-88b3-1807b6fcfe1d,Agent Steel,Agents Of Steel
b2461387-b355-4997-9b0d-7fbf5b3f381b,Guns N Roses,Locomotive
b833708b-a113-46a1-8793-5b1b49a400c3,Guns N Roses,Raw Power
689eeda4-b399-44bc-a735-0d15dd78b091,Megadeth,Millennium Of The Blind
12ec0743-38c4-4387-9190-3482adc36b63,Atrophy,Violent By Nature
225974c3-9569-4dce-bda5-301e9ccdef50,Diamond Head,To Heaven From Hell
bec2aa18-9db4-4325-8210-f2516b0113e6,Diamond Head,In The Heat Of The Night (Single Version)
efb7d599-8fd3-41b0-b790-5c787a0537af,Megadeth,Reckoning Day
b6e8679f-ff69-483f-9729-9ca41b312138,Anvil,Stop Me
5c3198ad-c5d1-448d-8c86-866fa38808b7,Guns N Roses,DonT Damn Me
b16ddc30-46c5-4317-9281-ded6d6671433,Black Sabbath,Sweat Leaf
9b6d2bcd-8446-4317-a408-201cef2937cf,Abattoir,The Living And The Dead
3b6dd899-6e38-432f-bf41-2645b415c49f,Anvil,Tease Me
16161bf5-6edc-40ea-9573-b8cc4ac3ce89,Angra,Bleeding Heart
65817c5f-f528-45fb-b56a-ffbc20c97332,Edguy,Sacred Hell
357cc0e2-0cd7-4ff5-8bc0-2f22d4e16d2d,Alcatrazz,Jet To Jet
3053347f-8b0e-40e1-bb2c-9325961c0fae,Exciter,Pounding Metal
0ce2a532-4c43-4357-9aaa-1e4dcc300aa2,Abattoir,S.B.D. (Feel The Fire)
b4236e54-c9fc-4bdd-ad59-5001ab41a97d,Guns N Roses,Riad N The Bedouins
68b1d4ff-11f1-49b0-aeba-fc5b013335c7,Sacred Reich,WhoS To Blame
f8c4f97c-06f9-44b1-95c6-cb93c8bd7489,Guns N Roses,Estranged
25f0c6b7-adfe-485f-a27e-a551df82781e,Megadeth,Back In The Day
83989e34-b387-424d-a7b7-90865654f3b3,Edguy,Frozen Candle
a40a2bc1-5790-4ee9-b6d8-30ce7f781d22,Exciter,Delivering To The Master
9dd95fb1-a13a-4f17-b363-75855983dd74,The Who,The Kids Are Alright
af287d2e-fa56-4037-9e57-05b8aca84804,Atrophy,Urban Decay
8c9db1ef-0264-4369-8341-be8ce07af1d3,The Who,Real Good Looking Boy
9a080700-1113-491d-93af-651ebf495b97,Diamond Head,To The Devil His Due (Live)
10fae2d0-9b8c-4775-a7dc-7437b3db11e6,Anvil,666
49317bba-f628-4a80-b1d3-9bb9a48f0867,Guns N Roses,Black Leather
e8f619c1-e1e8-4abc-9fd7-aa0adc144e5b,Diamond Head,ItS Electric
b664dfa2-fe61-4054-9fe9-15d5756cf80a,Megadeth,A Secret Place
9dc0536d-af40-4a52-92c2-a6fdc91d2445,Megadeth,United Abominations
aa4ae4e7-94df-4c08-b0a0-514c050554ba,Guns N Roses,Perfect Crime
aac46bb5-08e6-454e-9e18-916a9e2a7875,Angra,Abandoned Fate
d0fa5429-5b49-4aa1-9c9d-db0c0d60b685,Sacred Reich,The American Way
79b45788-bbb3-468f-bf7e-133768cd9677,Guns N Roses,Sorry
451e59e0-2ba6-4bc9-83b9-c853ae2c3756,Budgie,Crash Course In Brain Surgery
8118f857-b809-4270-943a-c1e008efc98c,Megadeth,Mechanix
ecaa1e44-f5ae-463a-a260-b04f8cfe984e,The Who,My Generation
221d56f9-b432-4a3a-9e58-08c8b1b66d0f,Dokken,Into The Fire
5c8d7e96-16f4-493d-82f1-c6c706ef7b02,Megadeth,Addicted To Chaos
e21a56c8-e554-4bf9-8521-f8c3bf0ec2b5,D.R.I.,Hooked
af829592-d342-4768-9efd-c7e02ec59ae3,Exciter,Stand Up And Fight
1c8dc4bf-da7c-4581-b269-bff54a0efe43,Diamond Head,Knight Of The Swords
ac618573-f233-431e-a437-ac208ccf06b7,Budgie,Parents
225f4475-55bf-4940-938f-aa85cd84b3dc,Atrophy,Too Late To Change
8215d53e-47fc-4eba-8a99-36447069f451,Budgie,Breadfan
3646b682-688f-4dea-8ed9-60beb3ee4957,Guns N Roses,Buick Makane
24cbe6e3-50bb-487c-b477-eee77d268556,Guns N Roses,Civil War
0228afad-4f8d-4502-95da-3288347f67e1,Black Sabbath,Sabbath Bloody Sabbath
1315ea09-a88c-43f8-b45c-7d4ae59603cd,Agent Steel,Hail To The Chief
12f14cdc-1d36-4296-b081-000f3b6ae66a,Edguy,Power And Majesty
25370fd2-2c38-4a44-9e52-950f63ab45c9,Atrophy,Right To Die
71209300-34e5-491d-81ad-76237d167604,Motörhead,Ace Of Spades
056b7fb9-b35c-49d6-b066-9d3bf27d2d10,Guns N Roses,Patience
2a82174a-5d3d-479e-82cc-2f38257349ac,Atrophy,Things Change
ed5d7733-f433-4c27-8b42-24f0804f7413,Abattoir,Stronger Than Evil
54363276-60fb-4a04-b0ea-df0f62255cd6,Alcatrazz,Island In The Sun
7b49bb84-f59c-4173-af6a-8eb62849df3d,The Who,Happy Jack
9c76bdf9-f4db-4b86-9ac9-c5b0496af033,Diamond Head,In The Heat Of The Night
54446c4c-20ee-48a9-b9ea-cd0427e5b550,Diamond Head,To Heaven From Hell (Live)
15b64b11-e9fe-46ff-8a8d-4b34491dce92,Exciter,Under Attack
e07e5c60-e471-4e4d-9ffe-55027af265c7,Abattoir,Screams From The Grave
ea1b8e09-0030-4968-be4b-2d2a3bc1d168,Atrophy,Killing Machine
a6f7ce9f-54e8-4adc-a25e-e70f14a4cc1d,Megadeth,Sleepwalker
4d23bd21-b9c4-4096-b31b-f21c8809830f,Guns N Roses,DonT Cry
9a3d389a-9f23-47c0-85e9-2c6a4a3aaddb,Atrophy,Puppies And Friends
4af072ea-ee0a-4210-bd1a-6bd8a492dd7b,Guns N Roses,Mr. Brownstone
09216aa0-6267-4902-b1cb-c011c47e9e22,D.R.I.,Tear It Down
d1238721-5109-407a-83fd-37f3786a03fc,Anvil,Scenery
2fba2e8f-6fd3-4680-9131-6887837cc03f,Flotsam And Jetsam,Doomsday For The Deceiver
c2ca8ec3-ef38-4d89-8ec2-6ee2e23d1854,Megadeth,In My Darkest Hour
b76efd2a-26fd-4bd2-b3fb-5524f9f4b7e7,Guns N Roses,Shotgun Blues
0c80bf86-7fe4-457c-88cc-c319edd63cf1,Dokken,ItS Not Love
4c66d443-dd71-4d6b-acb6-a6f9991de371,The Who,See Me
40c4985d-2552-43c5-8636-8e1a19bd6fba,Abattoir,Temptations Of The Flesh
125c0cdf-42f2-4b59-b3d4-c4633b982099,Anvil,Tag Team
9efaccdc-c3bd-433e-afe8-61f99eeaf956,Megadeth,Take No Prisoners
c2891244-1871-4c76-8a4c-d98e89a23cc2,Guns N Roses,Night Train
de00d212-5c4c-4eec-ba87-86fe8bf37e93,Abattoir,The Enemy
3d26cea0-ed19-4c72-8f77-74b76026d9e7,Artillery,Therapy
86d15cfe-51a3-4a8c-86ff-5aeb508dc930,Anvil,Heat Sink
7d134398-9f3f-404e-83ea-7a2a9d9ea809,Diamond Head,Sucking My Love
49d166a8-1152-49d7-88cb-a95e1539b4dd,Guns N Roses,If The World
48418efb-240a-42d7-8be0-232993ac6b15,Guns N Roses,Since I DonT Have You
3e4fa376-082b-4cd0-bd89-14354151edf2,Forbidden,Tossed Away
3fcf1ea4-eb16-479e-b4b1-f2f1383a124e,Diamond Head,Calling Your Name
18a04277-c6b1-47d5-a640-08997bce60ec,D.R.I.,Manifest Destiny
2772e08a-c70c-4ae4-b5f1-178371ee8048,Motörhead,Hellraiser
8ca54498-92de-4c01-bf4b-8b0bebe015b2,Angra,Carry On
fe8780c4-372a-454c-a56a-ca66ed95e755,Diamond Head,Makin Music
37636bba-d610-4161-9f0a-95f07490ed50,Angra,Nova Era
dd7b4963-7bd5-4b7b-a60b-8f3141e254ba,Guns N Roses,Breakdown
331ed937-7393-4f41-9441-0d16e7656f07,Megadeth,My Kingdom
f71b9ec2-675f-4e93-9557-228d793ceda7,Guns N Roses,Chinese Democracy
fc7c3471-7754-47fd-aeb0-3601675b90bf,Megadeth,Trust
2a3c66a4-aa4a-4c0c-ad15-1c2c54988437,Flotsam And Jetsam,Double Zero
9680fc2b-30da-4a48-a051-ce7e043999fa,Guns N Roses,Scraped
d66169ae-cdba-439f-b8ea-20a3437dfed4,Agent Steel,ItS Not What You Think
d7ce8226-b27c-4020-9ebb-b561f2e5784d,The Who,I Can See For Miles
357ff7b7-d634-462f-a79b-5eeb09adf71d,Artillery,Let There Be Sin
57cd144f-93ca-4365-b9a6-378800132a6b,Guns N Roses,Catcher In The Rye
d98ad480-01ed-4fb8-a435-ad7966db0ea1,Edguy,Roses To No One
7d2e97b8-16ef-4c37-8249-98f713fc9409,Atrophy,Best Defense
c4533891-0cd6-4876-96d5-1f7e214265f5,Anvil,Jackhammer
6e4f9285-e6fb-423b-b751-d8d48261cd2f,Abattoir,Nothing Sacred
759421b8-2bc2-4215-a41f-ae22cc823017,Flotsam And Jetsam,Smoked Out
7e03d0c9-2001-4b64-9e83-d6468b90cc0f,Diamond Head,Sucking My Love (Live)
86dd6f52-384a-47ca-abfb-1dbc96df3333,Guns N Roses,Attitude
03511631-34c5-43df-a07d-cc432a126802,Forbidden,Out Of Body (Out Of Mind)
40c0e39e-cab8-40be-b71d-74e72090d9be,Black Sabbath,Selling My Soul
2ba023ec-10cf-4812-8e5b-ca5c15cebe22,Abattoir,Bring On The Damned
6d966623-a779-419d-93ac-26ca95f79092,Metallica,Wherever I May Roam
2db8cd35-6fa7-4b4b-8093-eef0550a81e6,Metallica,Blackened
a0b64c34-787b-4df2-9205-b3f5f8b0b4ce,Metallica,Fade To Black
1c409621-bb76-4eb4-a748-69d27ecb644a,Dark Angel,Black Prophecies
b20ec8a4-4920-49e2-bc08-0da53c3ca2c4,Metallica,Cyanide
d57143c2-1b51-47ef-a066-b897fd85d9ae,Metallica,All Nightmare Long
42ddd8f8-42e8-4b57-a9b5-317d77e1184e,Metallica,Broken
fd91dde6-5856-44a7-80c7-7a910576c0d4,Metallica,Whiskey In The Jar
b957775f-9c63-4f8d-9b61-250582f2e71a,Metallica,The Judas Kiss
5a227724-fe05-4b9f-9574-b6c397c10bde,Metallica,Bleeding Me
6c1ac71c-d4fe-49e7-a414-03e5b0d82d69,Metallica,My Apocalypse
737c8f82-c272-42fa-99f0-87c1732559c9,Mötley Crüe,Shout At The Devil
dbcead1d-ed76-4ca0-bd04-7f2345100935,Faith No More,From Out Of Nowhere
64e4b219-8784-4cb3-8507-1991544155bb,Diamond Head,Play It Loud
06f398aa-729a-4e73-a7d5-8a0bdd3055a0,Iced Earth,Declaration Day
65a74179-dd75-4b2c-906a-cd3d30f5f0ee,Iced Earth,Greenface
33e79f95-85c8-4566-a1c4-aa6579cc265b,Scorpions,Lonely Nights
b76daadb-7184-449e-95e5-5d42b6d98b3d,Scorpions,Tease Me Please Me
0b6d683b-76a0-4a75-bff9-e570ced80efa,Diamond Head,DonT Got
4790de9e-0945-4a10-a658-c79850091b7f,Iced Earth,I Died For You
dac98429-bc4d-49b1-a572-b3dd2bb38c0e,Edguy,Misguiding Your Life
b86e02bd-0ccc-4677-855a-f7b3654b5abc,Iced Earth,High Water Mark
03e764a6-e516-4dd3-8b78-c53b2395d961,Iced Earth,A Question Of Heaven
e7b8554f-1348-444f-9e4f-0ae5c6fb24f5,Iced Earth,Waterloo
b234f122-532a-4459-b792-349de7939c9d,Faith No More,The Perfect Crime
86b4d6e3-6e5a-4864-9b6f-f18ff7a66e1f,Cheap Trick,DonT Be Cruel
3f0a0b12-3a39-4422-b161-e55175649930,New Kids On The Block,Click Click Click
cddca1fb-4661-489d-bd8a-f5a4cce03ad2,Sash!,Together Again
9e35de9f-b612-406e-9e7f-b5b8b5fbaf21,Starship,Nothings Going To Stop Us Now
f8bbc386-a1fa-477c-9717-56b2c5dd62e4,New Kids On The Block,Sexify My Love
1a537d5a-7a0b-4e04-b054-79cfc4193e0f,New Kids On The Block,Twisted
94bed552-376f-492d-8e87-f470aa7fda0c,Pearl Jam,Once
2a8f05d2-b330-47b0-9673-0ddd178da72d,New Kids On The Block,DonT Cry
c5401397-e500-457d-9eda-2234f5ddf2b6,Milk Inc.,In My Eyes
98f932e0-fe2c-46a7-81f7-b889c116a477,New Kids On The Block,Full Service (Feat. New Edition)
68b32dbc-9601-41bb-a49e-b8361b1a3146,East 17,Stay Another Day
91dc11c1-e745-4a31-a1c7-ab47439182fa,Filter,Take A Picture
250b5170-b866-40a6-ad4e-57a12a598771,Deborah Cox,Who Do You Love
68d8898e-6e31-4dea-9266-03eca8f3cf40,Kings Of Leon,Manhattan
2ecf2b6b-c028-4608-96b8-d888c744fb14,Flobots,Stand Up
f2d5981f-4387-4b5c-a60d-75ed70faa7bf,Creed,My Sacrifice
918b4441-43cb-44ab-8bf4-e617fa2dda94,Buckethead,All In The Waiting
adc8d6a7-8477-4880-bca2-66c37309e826,East 17,ItS Alright
e56ced10-af88-48ff-a4c6-20f366c55adf,Dream Theater,Another Day
68d2ffd5-f8c3-447e-a75c-b63ddc672219,New Kids On The Block,If You Go Away
bc68296f-e2e5-487e-afa2-b943231bd6c2,East 17,Deep
681ed2f0-a5eb-4021-aba3-a1005135240a,Sash!,Stay
6a9e3c5f-1ce6-4f46-b37d-2228f21d4f4f,Hi-Five,I Like The Way (Kissing Game)
b9d00b2c-e077-4c66-8843-5aa50638efe0,Sash!,Adelante
f0adc041-4f54-46c4-993d-9043d5144dac,Flobots,Handlebars
6d420853-624c-420f-b82e-69a52612a235,Dream Theater,Learning To Live
30ac182a-b87a-445e-b02f-73e91711ae7f,Michael Jackson,Bad
28aeff1b-45f1-4e17-9e00-d087f7c954ca,Hootie & The Blowfish,Time
c86c01c3-002b-41b6-919f-7ffeb6b9c7c9,New Kids On The Block,Stare At You
13e2fabe-26af-4309-8c47-9a8dbefa2a78,Pearl Jam,Black
61bd946d-624c-490b-9e3f-aa08cb97d27d,Michael Jackson,The Way You Make Me Feel
129f4515-15cd-4c34-9c14-a0d7d37e28bb,Hootie & The Blowfish,Let Her Cry
6728e3bd-04f0-4804-a6c9-b606021f0866,New Kids On The Block,Hangin Tough
9f2a81ab-b589-49c0-b3c7-b4dac617e3ca,New Kids On The Block,One Song
